-126.46484375,-103.02734375,-73.2421875,-86.42578125
-5.859375,95.21484375,-9.765625,-40.52734375
12.20703125,41.50390625,-21.97265625,-22.94921875
-99.609375,-158.203125,-66.40625,-58.59375
-143.06640625,-164.0625,-89.35546875,-83.0078125
-28.3203125,41.015625,-57.6171875,-38.57421875
58.10546875,117.67578125,0.9765625,17.08984375
-54.6875,-85.9375,-20.01953125,-24.90234375
-158.203125,-219.23828125,-60.05859375,-85.9375
-59.08203125,-14.16015625,-60.05859375,-42.96875
42.96875,128.41796875,-20.01953125,7.8125
-39.0625,-66.89453125,-28.3203125,-24.4140625
-154.296875,-194.3359375,-63.96484375,-84.9609375
-98.6328125,-43.45703125,-52.734375,-79.1015625
40.0390625,130.37109375,-3.90625,-9.27734375
10.7421875,11.23046875,-20.99609375,-4.8828125
-137.20703125,-222.16796875,-83.49609375,-80.56640625
-125.48828125,-142.08984375,-72.75390625,-86.9140625
12.6953125,104.00390625,-37.59765625,-30.76171875
46.38671875,94.7265625,-42.48046875,-6.34765625
-87.40234375,-124.0234375,-49.8046875,-60.546875
-177.734375,-219.7265625,-78.61328125,-117.67578125
-41.9921875,-6.34765625,-49.31640625,-56.15234375
62.01171875,129.8828125,7.32421875,9.765625
-48.33984375,-57.12890625,-31.25,-30.76171875
-153.80859375,-165.52734375,-61.03515625,-84.47265625
-62.5,7.8125,-63.4765625,-56.15234375
67.87109375,163.57421875,-25.390625,3.41796875
-17.578125,-42.48046875,-6.34765625,-35.15625
-158.203125,-203.125,-52.24609375,-115.72265625
-120.1171875,-113.28125,-63.96484375,-111.81640625
14.6484375,33.203125,-23.4375,-36.62109375
38.57421875,48.33984375,-15.625,2.9296875
-89.84375,-115.72265625,-84.9609375,-61.03515625
-144.53125,-132.8125,-100.09765625,-103.515625
-10.7421875,48.33984375,-21.97265625,-36.62109375
72.75390625,104.4921875,27.83203125,17.08984375
-64.453125,-102.5390625,-40.0390625,-56.640625
-155.2734375,-208.984375,-79.58984375,-117.67578125
-33.203125,-8.7890625,-30.76171875,-55.6640625
58.59375,120.1171875,-2.9296875,2.44140625
-41.015625,-63.96484375,-40.0390625,-25.87890625
-163.0859375,-220.21484375,-90.33203125,-103.02734375
-79.58984375,-45.8984375,-63.4765625,-97.65625
47.36328125,125.9765625,-3.90625,-19.04296875
-2.44140625,-15.13671875,-10.25390625,-12.20703125
-130.859375,-222.65625,-60.546875,-76.66015625
-97.65625,-113.76953125,-74.70703125,-77.1484375
49.31640625,115.72265625,-26.85546875,-10.7421875
41.50390625,45.8984375,-9.765625,-1.46484375
-100.09765625,-165.0390625,-61.5234375,-64.94140625
-155.2734375,-170.41015625,-90.33203125,-110.3515625
-26.3671875,64.94140625,-41.9921875,-51.7578125
60.05859375,130.37109375,-10.25390625,9.27734375
-60.05859375,-119.140625,-39.55078125,-40.0390625
-137.6953125,-209.9609375,-62.98828125,-72.75390625
-40.0390625,-8.7890625,-43.9453125,-43.9453125
62.5,140.13671875,-9.27734375,2.9296875
-16.6015625,-13.18359375,-30.76171875,-9.765625
-157.71484375,-225.5859375,-74.70703125,-90.8203125
-102.05078125,-72.75390625,-50.29296875,-87.40234375
35.15625,144.04296875,-32.2265625,-11.23046875
27.83203125,6.34765625,-23.4375,16.6015625
-95.21484375,-210.44921875,-28.3203125,-45.8984375
-110.83984375,-118.65234375,-45.8984375,-82.51953125
-2.9296875,98.14453125,-18.06640625,-43.9453125
21.97265625,63.4765625,-42.48046875,-13.18359375
0.0,-169.921875,-97.65625,0.0
0.0,-190.4296875,-86.9140625,0.0
0.0,62.5,-9.27734375,0.0
0.0,125.0,6.8359375,0.0
0.0,-102.05078125,-43.9453125,0.0
0.0,-197.265625,-70.80078125,0.0
0.0,1.46484375,-60.05859375,0.0
0.0,138.671875,-15.13671875,0.0
0.0,-58.10546875,-44.921875,0.0
0.0,-241.69921875,-102.5390625,0.0
0.0,-92.7734375,-92.7734375,0.0
